,0
NCKAP5.n,1.0
NCOR1.n,1.0
NDUFB1.n,1.0
NEDD9.n,1.0
NELL1.n,1.0
NKX2.1.n,1.0
NOTCH2.p,1.0
NPIPB15.p,1.0
NPIPB15.n,1.0
NPM1.p,1.0
NRAS.n,1.0
NRG1.p,1.0
NSD1.n,1.0
NSUN2.p,1.0
NSUN3.p,1.0
NT5DC1.n,1.0
NUTM2B.n-NUTM2E.n,1.0
OPCML.n,1.0
OR1D4.n,1.0
OR51H1.n,1.0
OR51J1.n,1.0
ORAOV1.n,1.0
P3H2.p,1.0
P3H2.n,1.0
PAPOLG.p,1.0
PARD3B.p,1.0
PARD3B.n,1.0
PARK2.n,1.0
PCAT2.p,1.0
PDCD1LG2.p,1.0
PDE4D.n,1.0
PDGFRA.p,1.0
PGPEP1L.n,1.0
POLR1D.p,1.0
POU1F1.p,1.0
PPARG.n,1.0
PPP2R2A.n,1.0
PRKCB.n,1.0
PRKG1.n,1.0
PRR31.p,1.0
PRR31.n,1.0
PRRG4.p,1.0
PSMB1.p,1.0
PSMD7.n,1.0
PTPRT.n,1.0
QSER1.p,1.0
RAD51B.n,1.0
RAD52.n,1.0
RBFADN.n,1.0
RCBTB2.n,1.0
RECK.n,1.0
RIC1.n,1.0
RNF212B.n,1.0
RNF224.p,1.0
RNF224.n,1.0
RNU105B.p,1.0
RNU86.n,1.0
RPA3.p,1.0
RPN1.p,1.0
RRP7A.p-RRP7BP.p,1.0
RUNDC3A.p,1.0
SAMSN1.p,1.0
SAT2.n,1.0
SCARB1.p,1.0
SCT.n,1.0
SEC14L6.n,1.0
SEC61G.p,1.0
SELO.n,1.0
SETD3.n,1.0
SETMAR.n,1.0
SEZ6L.n,1.0
SFRP1.p,1.0
SFT2D1.n,1.0
SHOX2.p,1.0
SLC22A31.p,1.0
SLC22A31.n,1.0
SLC25A39.p,1.0
SLC35E3.p,1.0
SLC38A7.n,1.0
SLC4A1.p,1.0
SLC9A9.p,1.0
SLF1.p,1.0
SMAD4.n,1.0
SMARCA4.n,1.0
SMIM1.n,1.0
SMIM5.p-SMIM6.p,1.0
SNX19.n,1.0
STMND1.p,1.0
STMND1.n,1.0
STPG2.n,1.0
STX8.n,1.0
STXBP5.n,1.0
SUGT1.p,1.0
SUMF1.n,1.0
TAF3.p,1.0
TAF4B.n,1.0
TBC1D28.n,1.0
TCEANC2.p,1.0
TDRD15.p,1.0
TENM4.n,1.0
TET1.n,1.0
TGFBR2.n,1.0
THEGL.n,1.0
TIFAB.p,1.0
TLCD2.n,1.0
TMEM105.p,1.0
TMEM210.p,1.0
TMEM246.n,1.0
TMEM249.p,1.0
TMEM254.p,1.0
TMEM254.n,1.0
TMEM45B.n,1.0
TMEM78.p,1.0
TNIK.n,1.0
TRABD2B.p,1.0
TRABD2B.n,1.0
TRBC2.p-TRBV19.p-TRBV2.p-TRBV27.p-TRBV28.p-TRBV9.p,1.0
TRGC1.p-TRGC2.p-TRGJ1.p-TRGJ2.p-TRGJP.p-TRGJP1.p-TRGJP2.p-TRGV1.p-TRGV10.p-TRGV11.p-TRGV2.p-TRGV3.p-TRGV4.p-TRGV5.p-TRGV8.p-TRGV9.p,1.0
TRIM33.n,1.0
TRIM49B.p,1.0
TRIM49B.n,1.0
TRMU.n,1.0
TTC34.n,1.0
TTLL8.p,1.0
TTLL8.n,1.0
TUBB8.p,1.0
TUSC7.p,1.0
TUSC7.n,1.0
TWIST2.p,1.0
UBE2I.p,1.0
UBTF.p,1.0
UGCG.n,1.0
ULK2.n,1.0
UNKL.p,1.0
VOPP1.p,1.0
WWOX.p,1.0
YAF2.n,1.0
ZDHHC11B.p,1.0
ZFHX3.n,1.0
ZFP36L1.n,1.0
ZMAT4.p,1.0
ZMAT4.n,1.0
ZMYND11.p,1.0
ZNF254.p,1.0
ZNF286B.n,1.0
ZNF292.n,1.0
ZNF503.p,1.0
ZNF726.p,1.0
ZNF726.n,1.0
ZNF736.p,1.0
ZNF750.n,1.0
ZNF883.n,1.0
ZNF891.p,1.0
ZNF891.n,1.0
ZNRF3.n,1.0
ZRSR1.p,1.0
ZRSR1.n,1.0
